State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,42840,Timpson Independent School District,"3,576",676,147
TX,48,42870,Tioga Independent School District,"1,833",372,39
TX,48,42900,Tolar Independent School District,"3,226",649,53
TX,48,42930,Tom Bean Independent School District,"4,657",796,79
TX,48,42960,Tomball Independent School District,"98,195","21,403","1,539"
TX,48,42990,Tornillo Independent School District,"3,656",891,129
TX,48,43110,Trent Independent School District,774,140,19
TX,48,43140,Trenton Independent School District,"4,075",823,117
TX,48,43170,Trinidad Independent School District,886,155,30
TX,48,43200,Trinity Independent School District,"7,496","1,114",345
TX,48,43230,Troup Independent School District,"5,579","1,071",182
TX,48,43260,Troy Independent School District,"7,675","1,749",165
TX,48,43320,Tulia Independent School District,"5,186",917,274
TX,48,43350,Tuloso-Midway Independent School District,"14,343","3,055",520
TX,48,43400,Turkey-Quitaque Independent School District,851,149,45
TX,48,43470,Tyler Independent School District,"135,439","23,074","4,495"
TX,48,43530,Union Grove Independent School District,"3,128",616,88
TX,48,43560,Union Hill Independent School District,"2,137",316,57
TX,48,43650,United Independent School District,"185,455","43,822","11,010"
TX,48,43680,Utopia Independent School District,"1,281",160,61
TX,48,43720,Uvalde Consolidated Independent School District,"21,929","4,208","1,388"
TX,48,43740,Valentine Independent School District,254,7,4
TX,48,43760,Valley Mills Independent School District,"3,540",682,76
TX,48,43800,Valley View Independent School District,"17,885","4,512","1,655"
TX,48,43860,Valley View Independent School District,"3,846",708,113
TX,48,43890,Van Alstyne Independent School District,"9,800","2,050",96
TX,48,43920,Van Independent School District,"16,062","2,726",457
TX,48,43950,Van Vleck Independent School District,"5,236",868,140
TX,48,43980,Vega Independent School District,"1,176",149,21
TX,48,44010,Venus Independent School District,"12,980","2,598",358
TX,48,44040,Veribest Independent School District,"1,332",289,32
TX,48,44110,Vernon Independent School District,"11,989","1,785",415
TX,48,44150,Victoria Independent School District,"83,901","15,288","3,175"
TX,48,44160,Vidor Independent School District,"24,028","4,438",871
TX,48,44250,Vysehrad Independent School District,797,85,5
TX,48,44280,Waco Independent School District,"111,769","17,570","5,283"
TX,48,44310,Waelder Independent School District,"1,877",334,142
TX,48,44370,Walcott Independent School District,148,29,4
TX,48,44410,Wall Independent School District,"5,221","1,228",99
TX,48,44430,Waller Independent School District,"49,529","8,808","1,368"
TX,48,44490,Walnut Bend Independent School District,144,19,2
TX,48,44520,Walnut Springs Independent School District,"1,281",222,60
TX,48,44580,Warren Independent School District,"6,203","1,025",173
TX,48,44670,Waskom Independent School District,"4,284",698,123
TX,48,44710,Water Valley Independent School District,"1,913",356,35
TX,48,44730,Waxahachie Independent School District,"64,075","11,730",973
TX,48,44800,Weatherford Independent School District,"66,790","10,937","1,207"
TX,48,44810,Webb Consolidated Independent School District,869,179,22
TX,48,44820,Weimar Independent School District,"4,663",775,164
TX,48,44890,Wellington Independent School District,"2,500",494,125
TX,48,44910,Wellman-Union Consolidated Independent School District,718,209,69
TX,48,44940,Wells Independent School District,"1,954",409,159
TX,48,44960,Weslaco Independent School District,"74,755","16,646","5,310"
TX,48,45000,West Hardin County Consolidated Independent School District,"3,198",535,76
TX,48,45040,West Independent School District,"8,444","1,510",155
TX,48,45090,West Orange-Cove Consolidated Independent School District,"18,563","3,228","1,099"
TX,48,45120,West Oso Independent School District,"7,979","1,587",535
TX,48,45150,West Rusk County Consolidated Independent School District,"5,607","1,114",180
TX,48,45180,West Sabine Independent School District,"2,678",482,150
TX,48,45210,Westbrook Independent School District,929,156,26
TX,48,45240,Westhoff Independent School District,475,73,17
TX,48,45330,Westphalia Independent School District,352,53,3
TX,48,43290,Westwood Independent School District,"14,017","1,576",424
TX,48,45380,Wharton Independent School District,"12,820","2,102",540
TX,48,45420,Wheeler Independent School District,"1,862",372,55
TX,48,45450,White Deer Independent School District,"1,539",261,37
TX,48,45480,White Oak Independent School District,"6,626","1,568",172
TX,48,45540,White Settlement Independent School District,"38,723","7,204",944
TX,48,45570,Whiteface Consolidated Independent School District,809,167,44
TX,48,45600,Whitehouse Independent School District,"30,486","6,234",711
TX,48,45630,Whitesboro Independent School District,"11,130","1,821",250
TX,48,45670,Whitewright Independent School District,"4,366",855,97
TX,48,45690,Whitharral Independent School District,434,77,6
TX,48,45720,Whitney Independent School District,"10,963","1,645",307
TX,48,45780,Wichita Falls Independent School District,"88,156","14,955","3,661"
TX,48,45840,Wildorado Independent School District,386,65,8
TX,48,45900,Willis Independent School District,"52,648","9,375","1,418"
TX,48,45950,Wills Point Independent School District,"17,967","3,194",496
TX,48,45990,Wilson Independent School District,778,152,30
TX,48,00009,Wimberley Independent School District,"18,127","2,575",167
TX,48,46080,Windthorst Independent School District,"1,431",248,25
TX,48,46170,Wink-Loving Independent School District,967,203,36
TX,48,46200,Winnsboro Independent School District,"10,222","1,544",317
TX,48,46230,Winona Independent School District,"7,074","1,246",263
TX,48,46260,Winters Independent School District,"3,181",554,149
TX,48,46320,Woden Independent School District,"4,294",762,163
TX,48,46350,Wolfe City Independent School District,"3,753",719,99
TX,48,46380,Woodsboro Independent School District,"2,459",396,80
TX,48,46410,Woodson Independent School District,447,85,14
TX,48,46440,Woodville Independent School District,"10,260","1,232",312
TX,48,46470,Wortham Independent School District,"2,114",390,110
TX,48,46500,Wylie Independent School District,"26,546","5,587",285
TX,48,46530,Wylie Independent School District,"88,868","18,713","1,132"
TX,48,46590,Yantis Independent School District,"3,940",418,79
TX,48,46620,Yoakum Independent School District,"8,939","1,700",477
TX,48,46650,Yorktown Independent School District,"3,284",549,75
TX,48,46680,Ysleta Independent School District,"188,763","33,631","9,581"
TX,48,46710,Zapata County Independent School District,"13,736","3,340","1,385"
TX,48,46740,Zavalla Independent School District,"2,651",418,94
TX,48,46770,Zephyr Independent School District,792,111,18
UT,49,00030,Alpine School District,"431,611","105,364","6,882"
UT,49,00060,Beaver School District,"7,233","1,570",206
UT,49,00090,Box Elder School District,"62,684","14,334","1,191"
UT,49,00120,Cache School District,"85,960","23,039","1,271"
UT,49,00142,Canyons School District,"226,427","41,837","3,389"
UT,49,00150,Carbon School District,"20,609","3,963",635
UT,49,00180,Daggett School District,992,160,13
UT,49,00210,Davis School District,"373,207","84,889","4,492"
UT,49,00240,Duchesne School District,"20,477","4,943",587
UT,49,00270,Emery School District,"10,144","2,155",270
UT,49,00300,Garfield School District,"5,314",895,123
UT,49,00330,Grand School District,"10,201","1,612",225
UT,49,00360,Granite School District,"410,783","75,737","10,019"
UT,49,00390,Iron School District,"64,211","12,945","1,521"
UT,49,00420,Jordan School District,"310,359","72,243","4,602"
UT,49,00450,Juab School District,"12,103","3,073",284
UT,49,00480,Kane School District,"8,425","1,473",181
UT,49,00510,Logan School District,"56,433","7,603",939
UT,49,00540,Millard School District,"13,437","3,170",389
UT,49,00570,Morgan School District,"13,000","3,484",137
UT,49,00600,Murray School District,"38,428","5,745",659
UT,49,00630,Nebo School District,"162,952","41,598","2,830"
UT,49,00660,North Sanpete School District,"13,071","2,570",408
UT,49,00690,North Summit School District,"5,814","1,052",72
UT,49,00720,Ogden School District,"90,464","15,118","2,110"
UT,49,00750,Park City School District,"28,450","4,812",165
UT,49,00780,Piute School District,"1,550",239,59
UT,49,00810,Provo School District,"124,611","17,060","2,140"
UT,49,00840,Rich School District,"2,670",576,59
UT,49,00870,Salt Lake City School District,"199,816","24,600","3,221"
UT,49,00900,San Juan School District,"13,863","3,002",639
UT,49,00930,Sevier School District,"22,344","4,701",607
UT,49,00960,South Sanpete School District,"17,206","2,781",283
UT,49,00990,South Summit School District,"8,495","1,585",103
UT,49,01020,Tintic School District,920,154,25
UT,49,01050,Tooele School District,"82,051","19,194","1,397"
UT,49,01080,Uintah School District,"37,747","8,758","1,078"
UT,49,01110,Wasatch School District,"37,144","8,345",401
UT,49,01140,Washington School District,"202,452","36,962","4,354"
UT,49,01170,Wayne School District,"2,614",435,75
UT,49,01200,Weber School District,"181,462","38,081","2,437"
VT,50,99903,Addison Central Supervisory District,"15,769","1,745",110
VT,50,99902,Addison Northwest Supervisory District,"7,727",915,55
VT,50,00007,Barre Supervisory Union,"16,506","2,304",216
VT,50,99906,Bennington Rutland Supervisory Union,"15,668","2,247",189
VT,50,99915,Burlington Supervisory District,"45,051","3,775",440
VT,50,99909,Caledonia Central Supervisory Union,"11,314","1,595",170
VT,50,00404,Central Vermont Supervisory Union,"11,668","1,337",128
VT,50,99914,Champlain Valley Supervisory District,"27,407","4,301",146
VT,50,99907,Colchester Supervisory District,"17,628","2,293",131
VT,50,99919,Essex North Supervisory Union,"2,994",413,68
VT,50,00394,Essex-Westford Supervisory School District,"24,322","3,601",146
VT,50,99920,Franklin Northeast Supervisory Union,"11,534","1,923",206
VT,50,99922,Franklin West Supervisory Union,"11,440","2,014",90
VT,50,99924,Grand Isle Supervisory Union,"7,467",945,103
VT,50,00405,Greater Rutland County Supervisory Union,"13,212","1,795",153
VT,50,99954,Hartford Supervisory District,"10,750","1,388",105
VT,50,99942,Harwood Unified Union Supervisory District,"13,758","1,939",82
VT,50,00407,Kingdom East Supervisory District,"12,629","1,700",212
VT,50,99925,Lamoille North Supervisory Union,"12,787","1,901",163
VT,50,99926,Lamoille South Supervisory Union,"11,594","1,807",169
VT,50,99963,Lincoln Supervisory District,"1,336",191,12
VT,50,99923,Maple Run Supervisory District,"16,202","2,365",240
VT,50,99933,Mill River Unified Union Supervisory District,"6,159",830,63
VT,50,99910,Milton Supervisory District,"10,797","1,576",100
VT,50,99921,Missisquoi Valley School District (Supervisory),"11,818","1,805",206
VT,50,00406,Montpelier-Roxbury Supervisory Union,"8,801","1,204",77
VT,50,99912,Mount Mansfield Unified Union School District (Supervisory),"15,776","2,520",79
VT,50,99951,Mountain Views Supervisory Union,"9,088","1,199",86
VT,50,99901,Mt. Abraham Unified School District (Supervisory),"9,389","1,216",88
VT,50,99931,North Country Supervisory Union,"18,899","2,677",481
VT,50,99927,Orange East Supervisory Union,"12,932","1,812",204
VT,50,99928,Orange Southwest Supervisory Union,"7,388",916,94
VT,50,99934,Orleans Central Supervisory Union,"7,628","1,188",191
VT,50,99935,Orleans Southwest Supervisory Union,"7,942","1,110",153
VT,50,00384,Rivendell Interstate Supervisory District,"2,333",276,27
VT,50,99940,Rutland City Supervisory District,"15,728","1,929",299
VT,50,99936,Rutland Northeast Supervisory Union,"11,474","1,592",160
VT,50,99955,School Administrative Unit 70,"3,634",654,21
VT,50,99904,Slate Valley Unified Union School District (Supervisory),"10,348","1,314",160
